date,asset_to_trade_today,side_to_trade,entry_model,playbook_window,sweep_anchor,desired_peer_sweeper,desired_peer_swept,target_refused_level,middle_referee_asset,middle_referee_status,referee_no_conflict,confirmation,one_minute_entry_model,five_minute_entry_model,entry_time,risk_points,hit_1R_speed_bucket,system_v3_target,result_R,MFE_R,MAE_R,management_v3,trade_instruction,invalidations
2023-10-19,YM,SELL,CONTINUATION SELL,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,NQ,False,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,13.0,FAST_0_2M,3R_FIXED,-1.0,1.5384615384615383,-14.538461538461538,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target weakest/rejecting anchor, peers failing upside, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-10-20,NQ,SELL,CONTINUATION SELL,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,False,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,2.0,FAST_0_2M,3R_FIXED,3.0,48.5,-9.125,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target weakest/rejecting anchor, peers failing upside, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-10-23,NQ,BUY,CONTINUATION BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,False,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,5.75,FAST_0_2M,3R_FIXED,-1.0,17.26086956521739,-5.869565217391305,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-10-24,YM,BUY,REVERSAL BUY,09:30-09:45_OPEN_PRESELECTED_CONFIRMATION,PREMARKET,NQ,True,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,False,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,5M_IFVG_TO_MSS,09:34,11.0,FAST_0_2M,1_5R_PARTIAL_BE_OR_2R,0.75,6.727272727272728,-11.818181818181818,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-10-26,NQ,BUY,CONTINUATION BUY,09:45-10:15_PRIMARY,PREMARKET,ES,False,True,YM,A_CLEAN_REFEREE_NO_CONFLICT,True,IFVG_MSS,1M_DISPLACEMENT_50_RETRACE,5M_50_DISPLACEMENT,09:46,7.75,FAST_0_2M,3R_FIXED,-1.0,2.774193548387097,-22.29032258064516,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-10-30,NQ,BUY,REVERSAL BUY,OTHER_AM_CONTEXT,ROLLING_15M,ES,True,True,YM,B_DIRTY_MIDDLE_SWEEPS_LOW_RECLAIMS,False,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,5M_IFVG_TO_MSS,10:11,2.5,FAST_0_2M,1_5R_PARTIAL_BE_OR_2R,0.75,7.3,-41.7,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-10-31,NQ,SELL,CONTINUATION SELL,OTHER_AM_CONTEXT,ORM_HIGH,ES,False,True,YM,A_CLEAN_REFEREE_NO_CONFLICT,True,IFVG_MSS,1M_WITH_5M_GATE,5M_IFVG_ONLY,10:07,9.5,FAST_0_2M,3R_FIXED,-1.0,2.263157894736842,-8.026315789473685,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target weakest/rejecting anchor, peers failing upside, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-11-01,NQ,BUY,CONTINUATION BUY,09:45-10:15_PRIMARY,PREMARKET,YM,False,True,ES,A_CLEAN_REFEREE_NO_CONFLICT,True,IFVG_MSS,1M_DISPLACEMENT_50_RETRACE,5M_IFVG_ONLY,09:45,5.0,FAST_0_2M,3R_FIXED,-1.0,18.6,-5.3,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-11-02,YM,SELL,CONTINUATION SELL,09:45-10:15_PRIMARY,ROLLING_15M,NQ,False,True,ES,A_CLEAN_REFEREE_NO_CONFLICT,True,IFVG_MSS,1M_WITH_5M_GATE,5M_50_DISPLACEMENT,09:46,20.0,NO_1R,NO_TRADE_FAILED,-1.0,0.55,-9.9,"No 1R before stop: failed trade, stop trading that idea.","Look for target weakest/rejecting anchor, peers failing upside, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-11-03,NQ,BUY,CONTINUATION BUY,OTHER_AM_CONTEXT,ORM_HIGH,YM,False,True,ES,A_CLEAN_REFEREE_NO_CONFLICT,True,IFVG_MSS,1M_DISPLACEMENT_50_RETRACE,5M_IFVG_ONLY,10:15,7.5,FAST_0_2M,3R_FIXED,3.0,9.666666666666666,-4.266666666666667,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-11-07,NQ,BUY,CONTINUATION BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,False,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,2.5,FAST_0_2M,3R_FIXED,3.0,25.3,-0.9,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-11-08,NQ,SELL,CONTINUATION SELL,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,False,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,4.25,FAST_0_2M,NO_TRADE_FAILED,-1.0,6.823529411764706,-3.3529411764705883,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target weakest/rejecting anchor, peers failing upside, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-11-09,YM,SELL,REVERSAL SELL,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,NQ,True,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,True,AM_1030_RECHECK,1M_WITH_5M_GATE,5M_MSS_TO_IFVG_RETEST,10:31,2.0,FAST_0_2M,3R_FIXED,3.0,13.5,-60.5,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-11-10,YM,SELL,CONTINUATION SELL,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,NQ,False,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,17.0,FAST_0_2M,3R_FIXED,-1.0,2.4705882352941178,-6.352941176470588,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target weakest/rejecting anchor, peers failing upside, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-11-15,ES,BUY,CONTINUATION BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,NQ,False,True,YM,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,3.25,SLOW_10_15M,NO_TRADE_FAILED,-1.0,1.6923076923076923,-3.692307692307693,Recheck setup: smaller target first unless 1R is fast and referee clean.,"Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-11-21,NQ,SELL,CONTINUATION SELL,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,False,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,2.75,FAST_0_2M,3R_FIXED,-1.0,2.4545454545454546,-14.272727272727272,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target weakest/rejecting anchor, peers failing upside, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-11-22,NQ,BUY,CONTINUATION BUY,09:45-10:15_PRIMARY,PREMARKET,YM,False,True,ES,A_CLEAN_REFEREE_NO_CONFLICT,True,IFVG_MSS,1M_WITH_5M_GATE,5M_50_DISPLACEMENT,09:46,5.5,FAST_0_2M,3R_FIXED,-1.0,1.181818181818182,-23.818181818181817,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-11-23,NQ,SELL,REVERSAL SELL,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,True,AM_1030_RECHECK,1M_WITH_5M_GATE,5M_MSS_TO_IFVG_RETEST,10:31,1.0,FAST_0_2M,3R_FIXED,-1.0,1.5,-16.0,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-11-24,YM,BUY,REVERSAL BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,NQ,True,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_WITH_5M_GATE,5M_MSS_TO_IFVG_RETEST,10:31,5.0,NO_1R,NO_TRADE_FAILED,-1.0,0.8,-13.4,"No 1R before stop: failed trade, stop trading that idea.","Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-11-27,NQ,BUY,CONTINUATION BUY,09:45-10:15_PRIMARY,OVERNIGHT,ES,False,True,YM,A_CLEAN_REFEREE_NO_CONFLICT,True,IFVG_MSS,1M_DISPLACEMENT_50_RETRACE,5M_IFVG_ONLY,09:45,1.0,FAST_0_2M,3R_FIXED,3.0,69.25,-12.5,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-11-28,NQ,SELL,CONTINUATION SELL,09:45-10:15_PRIMARY,ROLLING_15M,YM,False,True,ES,A_CLEAN_REFEREE_NO_CONFLICT,True,IFVG_MSS,1M_DISPLACEMENT_50_RETRACE,5M_MSS_ONLY,09:45,6.75,FAST_0_2M,3R_FIXED,-1.0,2.592592592592593,-14.148148148148149,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target weakest/rejecting anchor, peers failing upside, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-11-29,ES,BUY,CONTINUATION BUY,PREMARKET_CONTEXT_WAIT_945,OVERNIGHT,YM,False,True,NQ,A_CLEAN_REFEREE_NO_CONFLICT,True,IFVG_MSS,1M_WITH_5M_GATE,5M_50_DISPLACEMENT,10:05,3.75,NO_1R,NO_TRADE_FAILED,-1.0,0.7333333333333333,-6.733333333333333,"No 1R before stop: failed trade, stop trading that idea.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-12-01,NQ,SELL,REVERSAL SELL,09:30-09:45_OPEN_PRESELECTED_CONFIRMATION,PREMARKET,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,False,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,PB_CONTINUATION_RETEST,09:36,12.75,SLOW_30M_PLUS,NO_TRADE_FAILED,-1.0,2.2745098039215685,-9.784313725490197,"5m+ or unclear speed: scalp/BE, protect risk.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-12-05,NQ,BUY,REVERSAL BUY,09:45-10:15_PRIMARY,OVERNIGHT,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,5M_MSS_ONLY,09:45,5.75,FAST_0_2M,3R_FIXED,3.0,24.26086956521739,-0.9565217391304348,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-12-06,YM,SELL,REVERSAL SELL,09:30-09:45_OPEN_PRESELECTED_CONFIRMATION,OVERNIGHT,NQ,True,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,True,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,5M_50_DISPLACEMENT,09:38,1.0,FAST_0_2M,3R_FIXED,3.0,108.0,-37.0,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-12-08,NQ,BUY,CONTINUATION BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,False,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,19.75,SLOW_15_30M,NO_TRADE_FAILED,-1.0,1.0253164556962024,-4.151898734177215,Recheck setup: smaller target first unless 1R is fast and referee clean.,"Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-12-11,YM,SELL,REVERSAL SELL,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,NQ,True,True,ES,B_DIRTY_MIDDLE_SWEEPS_HIGH_REJECTS,True,AM_1030_RECHECK,1M_WITH_5M_GATE,5M_MSS_TO_IFVG_RETEST,10:31,11.0,SLOW_15_30M,NO_TRADE_FAILED,-1.0,29.818181818181817,-7.272727272727272,Recheck setup: smaller target first unless 1R is fast and referee clean.,"Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-12-12,YM,BUY,CONTINUATION BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,ES,False,True,NQ,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,3.0,FAST_0_2M,3R_FIXED,-1.0,26.0,-1.6666666666666667,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-12-14,ES,BUY,REVERSAL BUY,09:45-10:15_PRIMARY,PREMARKET,YM,True,True,NQ,A_CLEAN_MIDDLE_HOLDS_LOW,True,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,5M_50_DISPLACEMENT,09:50,1.25,FAST_0_2M,3R_FIXED,3.0,6.8,-10.2,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-12-15,NQ,BUY,REVERSAL BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_WITH_5M_GATE,5M_MSS_TO_IFVG_RETEST,10:31,5.25,SLOW_15_30M,NO_TRADE_FAILED,-1.0,4.619047619047619,-4.714285714285714,Recheck setup: smaller target first unless 1R is fast and referee clean.,"Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-12-18,NQ,BUY,REVERSAL BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_WITH_5M_GATE,5M_MSS_TO_IFVG_RETEST,10:31,11.0,SLOW_30M_PLUS,NO_TRADE_FAILED,-1.0,1.0227272727272727,-4.340909090909091,Recheck setup: smaller target first unless 1R is fast and referee clean.,"Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-12-19,YM,BUY,CONTINUATION BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,ES,False,True,NQ,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,7.0,ACCEPTABLE_3_5M,3R_FIXED,-1.0,8.428571428571429,-2.0,3-5m to 1R: prefer 1.5R partial+BE or 2R.,"Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-12-28,YM,BUY,REVERSAL BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,NQ,True,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_WITH_5M_GATE,5M_MSS_TO_IFVG_RETEST,10:31,5.0,FAST_0_2M,3R_FIXED,3.0,3.2,-8.6,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-01-02,YM,BUY,REVERSAL BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,NQ,True,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_WITH_5M_GATE,5M_MSS_TO_IFVG_RETEST,10:31,14.0,ACCEPTABLE_3_5M,3R_FIXED,3.0,8.285714285714286,-0.9285714285714286,3-5m to 1R: prefer 1.5R partial+BE or 2R.,"Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-01-04,YM,BUY,CONTINUATION BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,NQ,False,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,3.0,FAST_0_2M,3R_FIXED,3.0,45.66666666666666,-0.6666666666666666,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-01-05,NQ,BUY,CONTINUATION BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,False,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,1.0,FAST_0_2M,3R_FIXED,3.0,44.0,-39.0,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-01-08,NQ,BUY,CONTINUATION BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,False,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,4.75,FAST_0_2M,3R_FIXED,-1.0,8.526315789473685,-1.4736842105263157,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-01-09,NQ,BUY,REVERSAL BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_WITH_5M_GATE,5M_MSS_TO_IFVG_RETEST,10:31,0.25,FAST_0_2M,3R_FIXED,3.0,437.0,-57.0,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-01-10,ES,BUY,CONTINUATION BUY,09:45-10:15_PRIMARY,PREMARKET,YM,False,True,NQ,A_CLEAN_REFEREE_NO_CONFLICT,True,IFVG_MSS,1M_DISPLACEMENT_50_RETRACE,5M_IFVG_ONLY,09:51,2.25,SLOW_30M_PLUS,NO_TRADE_FAILED,-1.0,2.888888888888889,-3.4444444444444446,"5m+ or unclear speed: scalp/BE, protect risk.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-01-15,YM,BUY,CONTINUATION BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,NQ,False,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,1.0,FAST_0_2M,3R_FIXED,3.0,9.0,-33.0,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
